cust_id,transaction_type,transaction_date,subscription_type,subscription_price,customer_gender,age_group,customer_country,referral_type
4001,initial,2021-11-01,PRO,75,Other,25-34,Finland,Google Ads
4001,UPGRADE,2022-08-01,MAX,119,Other,25-34,Finland,Google Ads
4002,initial,2020-12-01,BASIC,33,Male,25-34,Sweden,Google Ads
4002,UPGRADE,2021-06-01,PRO,75,Male,25-34,Sweden,Google Ads
4002,CHURN,2022-06-01,PRO,85,Male,25-34,Sweden,Google Ads
4003,initial,2022-02-01,BASIC,53,Female,25-34,Norway,facebook
4004,initial,2021-08-01,MAX,109,Female,35-44,Denmark,Paid Search
4004,REDUCTION,2021-10-01,PRO,75,Female,35-44,Denmark,Paid Search
4004,CHURN,2022-02-01,PRO,85,Female,35-44,Denmark,Paid Search
4005,initial,2022-04-01,BASIC,53,Female,45-54,Sweden,Organic Search
4006,initial,2022-10-01,BASIC,53,Male,55-65,Norway,Organic Search
4007,initial,2022-10-01,MAX,119,Other,55-65,Denmark,facebook
4008,initial,2021-02-01,BASIC,43,Male,55-65,Sweden,facebook
4008,UPGRADE,2022-06-01,MAX,119,Male,55-65,Sweden,facebook
4008,CHURN,2022-10-01,MAX,119,Male,55-65,Sweden,facebook
4009,initial,2021-04-01,PRO,75,Female,35-44,Norway,Organic Search
4009,UPGRADE,2022-06-01,MAX,119,Female,35-44,Norway,Organic Search
4010,initial,2022-05-01,BASIC,53,Male,55-65,Denmark,Google Ads
4011,initial,2022-05-01,PRO,85,Male,35-44,Sweden,facebook
4012,initial,2020-04-01,PRO,65,Male,45-54,Finland,Bing
4012,CHURN,2021-02-01,PRO,75,Male,45-54,Finland,Bing
4012,CHURN,2021-05-01,PRO,75,Male,45-54,Finland,Bing
4013,initial,2021-02-01,PRO,75,Female,18-24,Finland,Paid Search
4013,CHURN,2022-03-01,PRO,85,Female,18-24,Finland,Paid Search
4014,initial,2020-10-01,PRO,65,Male,35-44,Sweden,Google Ads
4014,REDUCTION,2022-03-01,BASIC,53,Male,35-44,Sweden,Google Ads
4015,initial,2022-08-01,MAX,119,Male,25-34,Sweden,facebook
4015,REDUCTION,2022-09-01,BASIC,53,Male,25-34,Sweden,facebook
4016,initial,2021-11-01,MAX,109,Female,35-44,Sweden,facebook
4017,initial,2020-03-01,PRO,65,Female,18-24,Denmark,TV
4017,CHURN,2021-02-01,PRO,75,Female,18-24,Denmark,TV
4018,initial,2022-03-01,BASIC,53,Female,55-65,Sweden,Google Ads
4018,CHURN,2022-08-01,BASIC,53,Female,55-65,Sweden,Google Ads
4019,initial,2020-02-01,MAX,99,Female,45-54,Sweden,Organic Search
4019,REDUCTION,2021-06-01,BASIC,43,Female,45-54,Sweden,Organic Search
4020,initial,2021-01-01,PRO,75,Male,18-24,Norway,facebook
4020,UPGRADE,2022-05-01,MAX,119,Male,18-24,Norway,facebook
4021,initial,2022-07-01,MAX,119,Female,45-54,Denmark,Google Ads
4022,initial,2022-07-01,PRO,85,Female,25-34,Norway,Google Ads
4022,REDUCTION,2022-11-01,BASIC,53,Female,25-34,Norway,Google Ads
4023,initial,2020-09-01,MAX,99,Other,18-24,Denmark,facebook
4023,REDUCTION,2021-06-01,BASIC,43,Other,18-24,Denmark,facebook
4023,CHURN,2022-04-01,BASIC,53,Other,18-24,Denmark,facebook
4024,initial,2021-04-01,MAX,109,Male,45-54,Sweden,facebook
4024,REDUCTION,2022-04-01,BASIC,53,Male,45-54,Sweden,facebook
4025,initial,2022-05-01,BASIC,53,Male,55-65,Sweden,Google Ads
4026,initial,2020-04-01,PRO,65,Male,25-34,Denmark,Paid Search
4026,CHURN,2020-08-01,PRO,65,Male,25-34,Denmark,Paid Search
4027,initial,2022-05-01,BASIC,53,Female,55-65,Sweden,facebook
4028,initial,2020-10-01,MAX,99,Male,55-65,Sweden,facebook
4028,REDUCTION,2020-11-01,BASIC,33,Male,55-65,Sweden,facebook
4029,initial,2022-10-01,BASIC,53,Male,45-54,Norway,facebook
4030,initial,2020-02-01,BASIC,33,Female,55-65,Sweden,TV
4030,CHURN,2020-09-01,BASIC,33,Female,55-65,Sweden,TV
4031,initial,2022-03-01,BASIC,53,Female,18-24,Norway,Google Ads
4031,CHURN,2022-06-01,BASIC,53,Female,18-24,Norway,Google Ads
4032,initial,2022-04-01,PRO,85,Male,35-44,Denmark,Organic Search
4033,initial,2022-03-01,PRO,85,Female,55-65,Sweden,facebook
4034,initial,2021-11-01,PRO,75,Female,18-24,Sweden,Organic Search
4034,REDUCTION,2021-12-01,BASIC,43,Female,18-24,Sweden,Organic Search
4035,initial,2022-01-01,PRO,85,Male,45-54,Norway,facebook
4035,REDUCTION,2022-04-01,BASIC,53,Male,45-54,Norway,facebook
4036,initial,2022-04-01,BASIC,53,Male,18-24,Sweden,Organic Search
4037,initial,2021-04-01,PRO,75,Male,18-24,Sweden,Paid Search
4038,initial,2022-07-01,PRO,85,Male,55-65,Denmark,Google Ads
4039,initial,2022-05-01,MAX,119,Male,25-34,Sweden,Organic Search
4039,REDUCTION,2022-07-01,PRO,85,Male,25-34,Sweden,Organic Search
4040,initial,2021-01-01,BASIC,43,Male,25-34,Sweden,Unknown
4040,UPGRADE,2021-06-01,PRO,75,Male,25-34,Sweden,Unknown
4041,initial,2020-12-01,MAX,99,Other,55-65,Norway,Google Ads
4041,REDUCTION,2021-02-01,BASIC,43,Other,55-65,Norway,Google Ads
4042,initial,2021-10-01,BASIC,43,Female,18-24,Sweden,Unknown
4042,CHURN,2022-03-01,BASIC,53,Female,18-24,Sweden,Unknown
4043,initial,2020-02-01,PRO,65,Other,35-44,Sweden,facebook
4043,UPGRADE,2022-11-01,MAX,119,Other,35-44,Sweden,facebook
4044,initial,2020-12-01,PRO,65,Other,45-54,Norway,facebook
4044,UPGRADE,2022-09-01,MAX,119,Other,45-54,Norway,facebook
4045,initial,2021-09-01,PRO,75,Female,35-44,Denmark,Google Ads
4045,REDUCTION,2022-07-01,BASIC,53,Female,35-44,Denmark,Google Ads
4046,initial,2021-03-01,PRO,75,Male,55-65,Finland,Organic Search
4046,REDUCTION,2022-05-01,BASIC,53,Male,55-65,Finland,Organic Search
4047,initial,2022-10-01,PRO,85,Male,55-65,Denmark,Google Ads
4048,initial,2022-07-01,BASIC,53,Male,55-65,Sweden,facebook
4049,initial,2020-07-01,MAX,99,Female,55-65,Sweden,Organic Search
4049,REDUCTION,2021-04-01,PRO,75,Female,55-65,Sweden,Organic Search
4050,initial,2021-05-01,MAX,109,Female,55-65,Sweden,Display
4050,REDUCTION,2022-09-01,PRO,85,Female,55-65,Sweden,Display
4051,initial,2020-11-01,PRO,65,Female,45-54,Denmark,Unknown
4051,UPGRADE,2022-03-01,MAX,119,Female,45-54,Denmark,Unknown
4051,CHURN,2022-07-01,MAX,119,Female,45-54,Denmark,Unknown
4052,initial,2021-08-01,BASIC,43,Male,35-44,Sweden,Paid Search
4052,UPGRADE,2022-02-01,PRO,85,Male,35-44,Sweden,Paid Search
4053,initial,2022-09-01,BASIC,53,Female,35-44,Sweden,Display
4054,initial,2022-02-01,PRO,85,Female,25-34,Sweden,Google Ads
4055,initial,2022-01-01,BASIC,53,Male,55-65,Sweden,TV
4056,initial,2021-02-01,BASIC,43,Male,25-34,Sweden,facebook
4056,CHURN,2021-09-01,BASIC,43,Male,25-34,Sweden,facebook
4057,initial,2022-02-01,BASIC,53,Female,35-44,Norway,Organic Search
4058,initial,2022-02-01,PRO,85,Female,25-34,Denmark,Unknown
4059,initial,2021-02-01,BASIC,43,Male,55-65,Denmark,facebook
4059,CHURN,2021-11-01,BASIC,43,Male,55-65,Denmark,facebook
4060,initial,2022-03-01,PRO,85,Male,25-34,Denmark,Organic Search
4060,UPGRADE,2022-06-01,MAX,119,Male,25-34,Denmark,Organic Search
4061,initial,2021-06-01,PRO,75,Male,25-34,Denmark,Paid Search
4061,REDUCTION,2022-11-01,BASIC,53,Male,25-34,Denmark,Paid Search
4062,initial,2022-08-01,MAX,119,Male,35-44,Norway,Paid Search
4063,initial,2022-08-01,PRO,85,Female,18-24,Sweden,Google Ads
4064,initial,2020-11-01,MAX,99,Male,55-65,Denmark,facebook
4064,REDUCTION,2022-04-01,PRO,85,Male,55-65,Denmark,facebook
4065,initial,2022-02-01,MAX,119,Female,18-24,Finland,facebook
4065,REDUCTION,2022-08-01,BASIC,53,Female,18-24,Finland,facebook
4066,initial,2022-05-01,PRO,85,Male,45-54,Denmark,Paid Search
4067,initial,2021-05-01,BASIC,43,Male,18-24,Finland,facebook
4067,CHURN,2021-08-01,BASIC,43,Male,18-24,Finland,facebook
4068,initial,2021-09-01,BASIC,43,Male,45-54,Finland,Google Ads
4069,initial,2021-07-01,BASIC,43,Other,18-24,Sweden,facebook
4070,initial,2022-10-01,MAX,119,Female,45-54,Sweden,Unknown
4071,initial,2022-03-01,BASIC,53,Male,18-24,Sweden,Google Ads
4072,initial,2021-08-01,BASIC,43,Female,45-54,Finland,Display
4072,CHURN,2022-01-01,BASIC,53,Female,45-54,Finland,Display
4073,initial,2022-08-01,MAX,119,Female,18-24,Norway,Google Ads
4074,initial,2020-05-01,BASIC,33,Female,25-34,Finland,Organic Search
4074,UPGRADE,2021-11-01,MAX,109,Female,25-34,Finland,Organic Search
4074,CHURN,2022-08-01,MAX,119,Female,25-34,Finland,Organic Search
4075,initial,2022-11-01,BASIC,53,Female,35-44,Sweden,Google Ads
4076,initial,2022-08-01,PRO,85,Male,45-54,Denmark,Google Ads
4077,initial,2022-09-01,PRO,85,Female,35-44,Denmark,facebook
4077,REDUCTION,2022-11-01,BASIC,53,Female,35-44,Denmark,facebook
4078,initial,2022-09-01,PRO,85,Male,45-54,Sweden,Google Ads
4079,initial,2021-02-01,MAX,109,Other,55-65,Denmark,facebook
4079,REDUCTION,2021-12-01,BASIC,43,Other,55-65,Denmark,facebook
4080,initial,2020-01-01,BASIC,33,Male,25-34,Norway,Unknown
4080,UPGRADE,2022-06-01,MAX,119,Male,25-34,Norway,Unknown
4080,CHURN,2022-10-01,MAX,119,Male,25-34,Norway,Unknown
4081,initial,2020-06-01,BASIC,33,Male,45-54,Denmark,Organic Search
4081,CHURN,2020-12-01,BASIC,33,Male,45-54,Denmark,Organic Search
4082,initial,2021-12-01,PRO,75,Other,55-65,Denmark,Unknown
4082,REDUCTION,2022-02-01,BASIC,53,Other,55-65,Denmark,Unknown
4082,CHURN,2022-10-01,BASIC,53,Other,55-65,Denmark,Unknown
4083,initial,2020-06-01,BASIC,33,Male,55-65,Norway,TV
4083,UPGRADE,2021-06-01,PRO,75,Male,55-65,Norway,TV
4084,initial,2022-04-01,PRO,85,Female,45-54,Denmark,Google Ads
4084,REDUCTION,2022-09-01,BASIC,53,Female,45-54,Denmark,Google Ads
4085,initial,2021-08-01,PRO,75,Other,55-65,Finland,Google Ads
4085,CHURN,2022-01-01,PRO,85,Other,55-65,Finland,Google Ads
4086,initial,2021-10-01,PRO,75,Female,35-44,Sweden,Unknown
4086,UPGRADE,2022-03-01,MAX,119,Female,35-44,Sweden,Unknown
4087,initial,2021-02-01,MAX,109,Male,35-44,Sweden,TV
4087,REDUCTION,2021-05-01,BASIC,43,Male,35-44,Sweden,TV
4088,initial,2022-09-01,BASIC,53,Female,25-34,Norway,Organic Search
4089,initial,2020-04-01,PRO,65,Female,18-24,Denmark,Google Ads
4089,UPGRADE,2020-07-01,MAX,99,Female,18-24,Denmark,Google Ads
4090,initial,2022-11-01,BASIC,53,Male,18-24,Sweden,facebook
4091,initial,2022-08-01,BASIC,53,Female,55-65,Sweden,Unknown
4092,initial,2022-02-01,MAX,119,Female,18-24,Sweden,Organic Search
4092,CHURN,2022-08-01,MAX,119,Female,18-24,Sweden,Organic Search
4093,initial,2021-06-01,PRO,75,Female,45-54,Norway,Organic Search
4093,UPGRADE,2022-04-01,MAX,119,Female,45-54,Norway,Organic Search
4094,initial,2022-06-01,PRO,85,Female,25-34,Sweden,facebook
4094,REDUCTION,2022-07-01,BASIC,53,Female,25-34,Sweden,facebook
4095,initial,2021-02-01,PRO,75,Female,35-44,Denmark,Paid Search
4095,UPGRADE,2022-03-01,MAX,119,Female,35-44,Denmark,Paid Search
4096,initial,2021-04-01,BASIC,43,Male,55-65,Finland,facebook
4097,initial,2021-02-01,MAX,109,Female,18-24,Sweden,Unknown
4097,REDUCTION,2021-11-01,BASIC,43,Female,18-24,Sweden,Unknown
4098,initial,2022-11-01,PRO,85,Female,35-44,Sweden,Google Ads
4099,initial,2022-03-01,MAX,119,Male,35-44,Norway,Google Ads
4099,REDUCTION,2022-05-01,PRO,85,Male,35-44,Norway,Google Ads
4100,initial,2020-01-01,PRO,65,Male,35-44,Norway,Organic Search
4100,UPGRADE,2022-03-01,MAX,119,Male,35-44,Norway,Organic Search
4101,initial,2021-03-01,BASIC,43,Female,18-24,Denmark,Google Ads
4101,UPGRADE,2021-08-01,MAX,109,Female,18-24,Denmark,Google Ads
4102,initial,2020-07-01,PRO,65,Female,25-34,Finland,Organic Search
4102,REDUCTION,2020-12-01,BASIC,33,Female,25-34,Finland,Organic Search
4103,initial,2022-12-01,PRO,85,Female,45-54,Denmark,TV
4104,initial,2022-06-01,PRO,85,Male,55-65,Sweden,Google Ads
4105,initial,2020-06-01,BASIC,33,Female,55-65,Norway,Paid Search
4105,UPGRADE,2022-02-01,PRO,85,Female,55-65,Norway,Paid Search
4106,initial,2021-04-01,PRO,75,Female,25-34,Denmark,Display
4106,UPGRADE,2022-01-01,MAX,119,Female,25-34,Denmark,Display
4106,CHURN,2022-10-01,MAX,119,Female,25-34,Denmark,Display
4107,initial,2022-07-01,PRO,85,Female,35-44,Sweden,Google Ads
4108,initial,2021-10-01,MAX,109,Other,25-34,Denmark,facebook
4109,initial,2020-09-01,BASIC,33,Female,45-54,Norway,Google Ads
4110,initial,2022-08-01,PRO,85,Female,35-44,Sweden,facebook
4111,initial,2021-02-01,MAX,109,Male,45-54,Sweden,Paid Search
4111,REDUCTION,2022-01-01,PRO,85,Male,45-54,Sweden,Paid Search
4112,initial,2022-10-01,MAX,119,Other,45-54,Sweden,Google Ads
4113,initial,2020-02-01,MAX,99,Other,55-65,Sweden,Unknown
4113,REDUCTION,2021-08-01,BASIC,43,Other,55-65,Sweden,Unknown
4113,CHURN,2022-04-01,BASIC,53,Other,55-65,Sweden,Unknown
4114,initial,2020-07-01,PRO,65,Male,35-44,Norway,Google Ads
4114,REDUCTION,2021-01-01,BASIC,43,Male,35-44,Norway,Google Ads
4115,initial,2020-10-01,BASIC,33,Male,18-24,Norway,Google Ads
4115,UPGRADE,2022-10-01,MAX,119,Male,18-24,Norway,Google Ads
4116,initial,2020-03-01,BASIC,33,Female,55-65,Finland,facebook
4116,UPGRADE,2020-11-01,MAX,99,Female,55-65,Finland,facebook
4117,initial,2022-04-01,PRO,85,Female,25-34,Finland,Google Ads
4117,REDUCTION,2022-09-01,BASIC,53,Female,25-34,Finland,Google Ads
4118,initial,2021-10-01,PRO,75,Female,55-65,Norway,Organic Search
4118,UPGRADE,2022-09-01,MAX,119,Female,55-65,Norway,Organic Search
4119,initial,2020-07-01,PRO,65,Male,45-54,Norway,Paid Search
4119,UPGRADE,2020-10-01,MAX,99,Male,45-54,Norway,Paid Search
4120,initial,2022-02-01,PRO,85,Female,25-34,Finland,Google Ads
4120,UPGRADE,2022-05-01,MAX,119,Female,25-34,Finland,Google Ads
4120,CHURN,2022-08-01,MAX,119,Female,25-34,Finland,Google Ads
4121,initial,2021-03-01,BASIC,43,Male,55-65,Sweden,Google Ads
4121,UPGRADE,2021-07-01,PRO,75,Male,55-65,Sweden,Google Ads
4121,CHURN,2022-05-01,PRO,85,Male,55-65,Sweden,Google Ads
4122,initial,2020-09-01,MAX,99,Female,55-65,Finland,Google Ads
4122,REDUCTION,2021-11-01,PRO,75,Female,55-65,Finland,Google Ads
4123,initial,2021-09-01,BASIC,43,Male,25-34,Sweden,facebook
4124,initial,2020-01-01,MAX,99,Female,35-44,Sweden,TV
4124,REDUCTION,2020-12-01,BASIC,33,Female,35-44,Sweden,TV
4124,CHURN,2021-11-01,BASIC,43,Female,35-44,Sweden,TV
4125,initial,2020-09-01,MAX,99,Male,25-34,Finland,Organic Search
4125,REDUCTION,2021-06-01,BASIC,43,Male,25-34,Finland,Organic Search
4126,initial,2021-01-01,PRO,75,Male,55-65,Norway,facebook
4126,REDUCTION,2022-06-01,BASIC,53,Male,55-65,Norway,facebook
4127,initial,2020-11-01,PRO,65,Female,55-65,Sweden,Google Ads
4127,UPGRADE,2021-11-01,MAX,109,Female,55-65,Sweden,Google Ads
4128,initial,2020-11-01,PRO,65,Female,25-34,Denmark,Google Ads
4128,UPGRADE,2021-03-01,MAX,109,Female,25-34,Denmark,Google Ads
4128,CHURN,2021-08-01,PRO,75,Female,25-34,Denmark,Google Ads
4129,initial,2020-03-01,BASIC,33,Other,45-54,Norway,facebook
4129,UPGRADE,2022-09-01,PRO,85,Other,45-54,Norway,facebook
4130,initial,2020-01-01,PRO,65,Other,45-54,Sweden,Organic Search
4130,UPGRADE,2021-06-01,MAX,109,Other,45-54,Sweden,Organic Search
4130,CHURN,2021-11-01,MAX,109,Other,45-54,Sweden,Organic Search
4131,initial,2022-11-01,BASIC,53,Female,35-44,Sweden,Unknown
4132,initial,2020-02-01,PRO,65,Female,25-34,Denmark,Organic Search
4132,CHURN,2020-12-01,PRO,65,Female,25-34,Denmark,Organic Search
4133,initial,2020-04-01,MAX,99,Female,45-54,Sweden,Google Ads
4133,REDUCTION,2021-01-01,BASIC,43,Female,45-54,Sweden,Google Ads
4134,initial,2020-06-01,PRO,65,Male,18-24,Finland,facebook
4134,CHURN,2021-07-01,PRO,75,Male,18-24,Finland,facebook
4135,initial,2021-06-01,BASIC,43,Female,35-44,Finland,facebook
4135,UPGRADE,2022-06-01,MAX,119,Female,35-44,Finland,facebook
4136,initial,2021-08-01,BASIC,43,Female,25-34,Finland,Google Ads
4137,initial,2020-03-01,PRO,65,Male,55-65,Sweden,facebook
4137,UPGRADE,2021-02-01,MAX,109,Male,55-65,Sweden,facebook
4138,initial,2021-05-01,BASIC,43,Male,45-54,Sweden,Google Ads
4139,initial,2020-05-01,PRO,65,Male,55-65,Norway,facebook
4139,UPGRADE,2021-02-01,MAX,109,Male,55-65,Norway,facebook
4139,CHURN,2021-11-01,MAX,109,Male,55-65,Norway,facebook
4140,initial,2021-02-01,PRO,75,Female,25-34,Finland,Paid Search
4140,REDUCTION,2021-07-01,BASIC,43,Female,25-34,Finland,Paid Search
4140,CHURN,2021-12-01,BASIC,43,Female,25-34,Finland,Paid Search
4141,initial,2020-06-01,MAX,99,Male,25-34,Sweden,Organic Search
4141,REDUCTION,2021-06-01,PRO,75,Male,25-34,Sweden,Organic Search
4142,initial,2021-01-01,BASIC,43,Male,55-65,Finland,Google Ads
4142,UPGRADE,2021-11-01,MAX,109,Male,55-65,Finland,Google Ads
4143,initial,2020-03-01,BASIC,33,Female,55-65,Finland,facebook
4143,CHURN,2020-07-01,BASIC,33,Female,55-65,Finland,facebook
4144,initial,2021-06-01,MAX,109,Other,25-34,Sweden,Google Ads
4144,REDUCTION,2022-09-01,BASIC,53,Other,25-34,Sweden,Google Ads
4145,initial,2022-11-01,PRO,85,Male,18-24,Norway,Unknown
4146,initial,2020-01-01,MAX,99,Female,35-44,Sweden,facebook
4146,REDUCTION,2021-03-01,PRO,75,Female,35-44,Sweden,facebook
4147,initial,2021-05-01,PRO,75,Female,35-44,Sweden,Google Ads
4147,REDUCTION,2022-03-01,BASIC,53,Female,35-44,Sweden,Google Ads
4148,initial,2020-11-01,BASIC,33,Female,55-65,Finland,facebook
4148,UPGRADE,2021-06-01,MAX,109,Female,55-65,Finland,facebook
4149,initial,2022-07-01,PRO,85,Female,25-34,Sweden,Google Ads
4150,initial,2022-07-01,PRO,85,Female,55-65,Sweden,Display
4150,REDUCTION,2022-08-01,BASIC,53,Female,55-65,Sweden,Display
4151,initial,2020-09-01,BASIC,33,Female,18-24,Denmark,facebook
4151,UPGRADE,2022-05-01,MAX,119,Female,18-24,Denmark,facebook
4152,initial,2020-07-01,MAX,99,Other,18-24,Sweden,Display
4152,REDUCTION,2020-09-01,BASIC,33,Other,18-24,Sweden,Display
4153,initial,2022-08-01,MAX,119,Female,55-65,Sweden,facebook
4154,initial,2021-02-01,PRO,75,Female,18-24,Denmark,Google Ads
4154,UPGRADE,2022-10-01,MAX,119,Female,18-24,Denmark,Google Ads
4155,initial,2021-04-01,PRO,75,Female,25-34,Sweden,facebook
4155,UPGRADE,2022-02-01,MAX,119,Female,25-34,Sweden,facebook
4156,initial,2022-12-01,BASIC,53,Male,35-44,Norway,Bing
4157,initial,2022-07-01,MAX,119,Female,45-54,Sweden,facebook
4157,REDUCTION,2022-11-01,PRO,85,Female,45-54,Sweden,facebook
4158,initial,2021-12-01,PRO,75,Male,18-24,Norway,facebook
4159,initial,2022-03-01,MAX,119,Other,18-24,Denmark,Google Ads
4160,initial,2022-06-01,MAX,119,Male,35-44,Denmark,Display
4160,REDUCTION,2022-10-01,BASIC,53,Male,35-44,Denmark,Display
4161,initial,2020-10-01,BASIC,33,Male,18-24,Sweden,facebook
4161,CHURN,2021-05-01,BASIC,43,Male,18-24,Sweden,facebook
4162,initial,2020-09-01,PRO,65,Female,25-34,Sweden,Organic Search
4162,UPGRADE,2022-04-01,MAX,119,Female,25-34,Sweden,Organic Search
4163,initial,2020-09-01,BASIC,33,Male,45-54,Denmark,TV
4163,CHURN,2021-04-01,BASIC,43,Male,45-54,Denmark,TV
4164,initial,2020-08-01,PRO,65,Female,45-54,Norway,Paid Search
4164,UPGRADE,2021-11-01,MAX,109,Female,45-54,Norway,Paid Search
4165,initial,2020-08-01,BASIC,33,Other,45-54,Norway,facebook
4165,UPGRADE,2022-06-01,PRO,85,Other,45-54,Norway,facebook
4166,initial,2020-04-01,BASIC,33,Female,45-54,Finland,Organic Search
4166,UPGRADE,2022-08-01,MAX,119,Female,45-54,Finland,Organic Search
4167,initial,2022-03-01,PRO,85,Female,45-54,Sweden,Unknown
4167,UPGRADE,2022-11-01,MAX,119,Female,45-54,Sweden,Unknown
4168,initial,2022-09-01,MAX,119,Female,45-54,Sweden,facebook
4169,initial,2021-05-01,PRO,75,Male,25-34,Sweden,facebook
4169,UPGRADE,2022-03-01,MAX,119,Male,25-34,Sweden,facebook
4170,initial,2020-12-01,PRO,65,Female,25-34,Sweden,Organic Search
4170,UPGRADE,2021-12-01,MAX,109,Female,25-34,Sweden,Organic Search
4170,CHURN,2022-09-01,MAX,119,Female,25-34,Sweden,Organic Search
4171,initial,2020-03-01,PRO,65,Female,18-24,Denmark,Google Ads
4171,UPGRADE,2020-08-01,MAX,99,Female,18-24,Denmark,Google Ads
4172,initial,2022-05-01,PRO,85,Male,35-44,Norway,Organic Search
4172,REDUCTION,2022-11-01,BASIC,53,Male,35-44,Norway,Organic Search
4173,initial,2020-08-01,PRO,65,Female,55-65,Sweden,TV
4173,UPGRADE,2022-06-01,MAX,119,Female,55-65,Sweden,TV
4174,initial,2021-08-01,MAX,109,Other,45-54,Finland,Paid Search
4174,REDUCTION,2021-10-01,BASIC,43,Other,45-54,Finland,Paid Search
4174,CHURN,2022-09-01,BASIC,53,Other,45-54,Finland,Paid Search
4175,initial,2020-02-01,BASIC,33,Female,45-54,Finland,facebook
4175,UPGRADE,2021-01-01,MAX,109,Female,45-54,Finland,facebook
4175,CHURN,2021-01-01,BASIC,43,Female,45-54,Finland,facebook
4176,initial,2021-05-01,BASIC,43,Other,18-24,Sweden,Paid Search
4176,UPGRADE,2021-08-01,MAX,109,Other,18-24,Sweden,Paid Search
4177,initial,2020-02-01,BASIC,33,Male,25-34,Denmark,Paid Search
4177,UPGRADE,2020-08-01,PRO,65,Male,25-34,Denmark,Paid Search
4177,CHURN,2021-08-01,PRO,75,Male,25-34,Denmark,Paid Search
4178,initial,2020-05-01,BASIC,33,Female,35-44,Denmark,Google Ads
4178,CHURN,2020-11-01,BASIC,33,Female,35-44,Denmark,Google Ads
4179,initial,2021-01-01,BASIC,43,Male,25-34,Finland,Google Ads
4180,initial,2022-04-01,MAX,119,Male,25-34,Denmark,facebook
4181,initial,2020-01-01,PRO,65,Male,35-44,Sweden,Display
4181,REDUCTION,2021-03-01,BASIC,43,Male,35-44,Sweden,Display
4181,CHURN,2022-02-01,BASIC,53,Male,35-44,Sweden,Display
4182,initial,2020-10-01,PRO,65,Male,25-34,Sweden,Google Ads
4182,UPGRADE,2022-09-01,MAX,119,Male,25-34,Sweden,Google Ads
4183,initial,2022-03-01,MAX,119,Other,55-65,Norway,facebook
4184,initial,2020-02-01,PRO,65,Male,18-24,Sweden,Organic Search
4184,UPGRADE,2021-08-01,MAX,109,Male,18-24,Sweden,Organic Search
4185,initial,2020-12-01,MAX,99,Female,35-44,Sweden,Unknown
4185,REDUCTION,2021-07-01,PRO,75,Female,35-44,Sweden,Unknown
4186,initial,2022-08-01,BASIC,53,Female,25-34,Sweden,facebook
4187,initial,2021-03-01,BASIC,43,Female,45-54,Norway,facebook
4187,UPGRADE,2021-08-01,PRO,75,Female,45-54,Norway,facebook
4187,CHURN,2022-04-01,PRO,85,Female,45-54,Norway,facebook
4188,initial,2020-07-01,MAX,99,Male,45-54,Finland,facebook
4188,REDUCTION,2020-08-01,BASIC,33,Male,45-54,Finland,facebook
4188,CHURN,2021-04-01,BASIC,43,Male,45-54,Finland,facebook
4189,initial,2020-07-01,PRO,65,Male,55-65,Denmark,Paid Search
4189,UPGRADE,2020-10-01,MAX,99,Male,55-65,Denmark,Paid Search
4189,CHURN,2020-12-01,PRO,65,Male,55-65,Denmark,Paid Search
4189,CHURN,2021-08-01,PRO,75,Male,55-65,Denmark,Paid Search
4190,initial,2020-04-01,MAX,99,Male,18-24,Sweden,facebook
4190,REDUCTION,2021-07-01,PRO,75,Male,18-24,Sweden,facebook
4191,initial,2020-02-01,PRO,65,Female,25-34,Denmark,Google Ads
4191,CHURN,2020-11-01,PRO,65,Female,25-34,Denmark,Google Ads
4192,initial,2020-11-01,BASIC,33,Female,55-65,Sweden,Paid Search
4193,initial,2021-03-01,MAX,109,Male,18-24,Sweden,Unknown
4193,REDUCTION,2022-01-01,BASIC,53,Male,18-24,Sweden,Unknown
4194,initial,2022-01-01,PRO,85,Male,18-24,Denmark,Google Ads
4195,initial,2021-02-01,BASIC,43,Male,18-24,Sweden,Google Ads
4195,CHURN,2021-09-01,BASIC,43,Male,18-24,Sweden,Google Ads
4196,initial,2020-11-01,BASIC,33,Female,18-24,Sweden,Google Ads
4196,UPGRADE,2022-04-01,MAX,119,Female,18-24,Sweden,Google Ads
4197,initial,2021-06-01,BASIC,43,Female,18-24,Sweden,Google Ads
4197,UPGRADE,2022-02-01,MAX,119,Female,18-24,Sweden,Google Ads
4198,initial,2021-06-01,PRO,75,Male,35-44,Sweden,Paid Search
4198,REDUCTION,2022-11-01,BASIC,53,Male,35-44,Sweden,Paid Search
4199,initial,2020-05-01,BASIC,33,Female,25-34,Finland,facebook
4200,initial,2020-07-01,BASIC,33,Other,18-24,Sweden,facebook
4200,UPGRADE,2021-04-01,PRO,75,Other,18-24,Sweden,facebook
4201,initial,2021-09-01,PRO,75,Male,55-65,Denmark,Display
4201,REDUCTION,2022-11-01,BASIC,53,Male,55-65,Denmark,Display
4202,initial,2022-02-01,PRO,85,Female,25-34,Norway,Organic Search
4203,initial,2021-01-01,PRO,75,Female,35-44,Denmark,Google Ads
4203,CHURN,2021-10-01,PRO,75,Female,35-44,Denmark,Google Ads
4204,initial,2022-10-01,PRO,85,Male,55-65,Sweden,Organic Search
4205,initial,2022-12-01,PRO,85,Male,55-65,Norway,Google Ads
4206,initial,2022-08-01,MAX,119,Other,18-24,Denmark,facebook
